emotion_class,cleaned_text
Joy,သ မုဒ် ဒ ရာ ကမ်း စပ် က ငြိမ်း ချမ်း တဲ့ အ ခိုက် အ တန့် တွေ ၊ တည် ငြိမ် အေး ချမ်း မှု က လွှမ်း ခြုံ လာ ခြင်း ၊ လှိုင်း လုံး တွေ ရဲ့ ပွေ့ ဖက် မှု ထဲ က ငြိမ်း ချမ်း တဲ့ ဆုတ် ခွာ ရာ နေ ရာ တစ် ခု ။
Surprise,စူး စမ်း လို စိတ် ရဲ့ မီး ပွား နဲ့ အ တူ မိုး ကုတ် စက် ဝိုင်း အ သစ် တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း ၊ ဗ ဟု သု တ ရဲ့ ကျယ် ပြန့် တဲ့ ရှု ခင်း ထဲ က စွန့် စား သူ တစ် ယောက် ။
Sadness,ပေါ့ ပေါ့ ပါး ပါး အ မူ အ ရာ နဲ့ နေ့ တစ် နေ့ ကို ဖြတ် သန်း နေ ခြင်း ၊ လျစ် လျူ ရှု မှု အ နု ပ ညာ ကို ပွေ့ ဖက် ခြင်း ။
Surprise,အ တွေး တွေ နဲ့ န ပန်း လုံး နေ ခြင်း ၊ ဘ ဝ ရဲ့ ရှုပ် ထွေး မှု တွေ ရဲ့ ဝင်္ က ပါ ထဲ မှာ ပျောက် ဆုံး နေ တဲ့ ရှုပ် ထွေး နေ တဲ့ စိတ် ။
Sadness,စိတ် ခံ စား မှု ထုံ ကျင် မှု အ ခြေ အ နေ ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ နေ့ စဉ် ရုန်း ကန် မှု တွေ ရဲ့ မုန် တိုင်း ကို ကာ ကွယ် ပေး တဲ့ ဒိုင်း တစ် ခု ။
Sadness,နောက် ခံ မှာ တီး ခတ် နေ တဲ့ ဝမ်း နည်း ဖွယ် သံ စုံ တီး ဝိုင်း ၊ တမ်း တ နေ တဲ့ နှ လုံး သား တစ် ခု ရဲ့ တေး သံ ။
Sadness,နှစ် ချုပ် စာ အုပ် ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ကျွန် တော့် မျက် နှာ ပေါ် မှာ အ ပြုံး တွေ နဲ့ မျက် ရည် တွေ ကို ခြယ် မှုန်း နေ ခြင်း ။
Sadness,ဆန့် ကျင် ဘက် စိတ် ခံ စား မှု တွေ ကြား မှာ စိတ် နှစ် ခွ ဖြစ် နေ ခြင်း ၊ ကျွန် တော့် ရဲ့ ဆုံး ဖြတ် ချက် တွေ ကို မ သေ ချာ မ ရေ ရာ မှု အ ရိပ် တွေ နဲ့ ခြယ် မှုန်း တဲ့ စိတ် နှစ် ခွ ဖြစ် ခြင်း ။
Joy,ဘ ဝ ရဲ့ မ ပြည့် စုံ မှု တွေ ကို ပွေ့ ဖက် ရင်း ၊ ခ ရီး စဉ် ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ၊ အ မာ ရွတ် တွေ အ ပါ အ ဝင် ။
Joy,အ တွင်း ထဲ မှာ လောင် ကျွမ်း နေ တဲ့ ပြင်း ပြ တဲ့ စိတ် ပိုင်း ဖြတ် မှု ၊ ပြိုင် ဘက် ကင်း တဲ့ အ မြင့် တွေ ကို ရောက် ရှိ ဖို့ ရူ ပါ ရုံ က တွန်း အား ပေး ခြင်း ။
Joy,တိတ် ဆိတ် ငြိမ် သက် တဲ့ တော အုပ် ရဲ့ တည် ငြိမ် အေး ချမ်း မှု ထဲ မှာ နေ ပူ စာ လှုံ နေ ခြင်း ၊ သ ဘာ ဝ တ ရား ရဲ့ တီး တိုး သံ တွေ က စိတ် ဝိ ညာဉ် ကို ငြိမ်း ချမ်း မှု ယူ ဆောင် လာ တဲ့ နေ ရာ ။
Sadness,ကမ် ဘာ လော က ရဲ့ ဆူ ညံ သံ တွေ ကို လျစ် လျူ ရှု ထား ခြင်း ၊ ဘ ဝ ရဲ့ ဆူ ညံ ပွက် လော ရိုက် မှု တွေ ကြား ထဲ က တိတ် ဆိတ် တဲ့ လေ့ လာ သူ တစ် ယောက် ။
Surprise,အ တွေး တွေ ရဲ့ ဝင်္ က ပါ ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ အ တွေး အ ခေါ် တွေ ရဲ့ ဝင်္ က ပါ ထဲ က အ မြဲ တမ်း အ ဖော် ဖြစ် တဲ့ ရှုပ် ထွေး မှု ။
Sadness,ထိုး ဖောက် လို့ မ ရ တဲ့ ထုံ ကျင် မှု က ကျွန် တော့် ကို စိတ် ခံ စား မှု မုန် တိုင်း တွေ က နေ ကာ ကွယ် ပေး တယ် ၊ ခံ စား ချက် မဲ့ ကြံ့ ကြံ့ ခံ နိုင် ရည် ရဲ့ ခံ တပ် တစ် ခု ။
Sadness,ဝမ်း နည်း မှု က ကမ် ဘာ လော က ကို အ တိတ် ကို တမ်း တ ခြင်း ရဲ့ အ ရောင် အ သွေး တွေ နဲ့ ခြယ် မှုန်း နေ ခြင်း ၊ ချို မြိန် ခါး သက် တဲ့ အ မှတ် တ ရ တွေ ရဲ့ ပန်း ချီ ကား ချပ် တစ် ခု ။
Sadness,အ တိတ် ဆီ သို့ ခ ရီး စဉ် တစ် ခု ၊ ဒိုင် ယာ ရီ ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ဦး ဆောင် နေ ခြင်း ။
Sadness,ဆုံး ဖြတ် ချက် တွေ ကို တိမ် ဖုံး နေ တဲ့ စိတ် နှစ် ခွ ဖြစ် ခြင်း ၊ ပ ဋိ ပက် ခ ဖြစ် နေ တဲ့ စိတ် ခံ စား မှု တွေ ရဲ့ လမ်း ဆုံ လမ်း ခွ မှာ ကျ ရောက် နေ ခြင်း ။
Joy,မ ပြည့် စုံ မှု တွေ ကို ပွေ့ ဖက် ရင်း ၊ ဘ ဝ ရဲ့ လှ ပ တဲ့ ရှုပ် ထွေး မှု တွေ ရဲ့ စပ် ဟပ် ပုံ ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Joy,တွန်း အား ဖြစ် တဲ့ စိတ် ပိုင်း ဖြတ် မှု ၊ ထူး ခြား တဲ့ အောင် မြင် မှု တွေ ဆီ သို့ လမ်း ကြောင်း ပေါ် မှာ ကျွန် တော့် ကို ရှေ့ သို့ တွန်း ပို့ နေ ခြင်း ။
Joy,မိုး စက် တွေ ရဲ့ သံ စဉ် ထဲ မှာ တည် ငြိမ် အေး ချမ်း မှု ကို ရှာ ဖွေ နေ ခြင်း ၊ နေ့ စဉ် ဘ ဝ ရဲ့ ဆူ ညံ သံ တွေ က နေ ငြိမ်း ချမ်း တဲ့ လွတ် မြောက် ရာ တစ် ခု ။
Surprise,စူး စမ်း လို စိတ် က မ သိ သေး တဲ့ အ ရာ တွေ ကို စူး စမ်း ရှာ ဖွေ ဖို့ တွန်း အား ပေး နေ ခြင်း ၊ မ ရောက် ဖူး သေး တဲ့ နယ် မြေ တွေ ထဲ က ဗ ဟု သု တ ရှာ ဖွေ သူ တစ် ယောက် ။
Sadness,ပေါ့ ပေါ့ ပါး ပါး အ ငွေ့ အ သက် နဲ့ နေ့ တစ် နေ့ ကို ဖြတ် သန်း နေ ခြင်း ၊ ဘ ဝ ရဲ့ အ ရေး မ ပါ တဲ့ အ ရာ တွေ ကို လျစ် လျူ ရှု ထား ခြင်း ။
Surprise,အ တွေး တွေ ရဲ့ ဝင်္ က ပါ ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း ၊ ရှင်း လင်း ပြတ် သား မှု အ တွက် ရှာ ဖွေ မှု အ ပေါ် အ ရိပ် ထိုး နေ တဲ့ ရှုပ် ထွေး မှု ။
Sadness,စိတ် ခံ စား မှု ထုံ ကျင် မှု ရဲ့ ဝတ် ရုံ ထဲ မှာ ပတ် ရစ် နေ ခြင်း ၊ ဘ ဝ ရဲ့ လှုပ် ရှား မှု တွေ ရဲ့ မုန် တိုင်း တွေ ကို ကာ ကွယ် ပေး တဲ့ ဒိုင်း တစ် ခု ။
Sadness,အ ဖော် ဖြစ် တဲ့ ဝမ်း နည်း မှု ၊ တမ်း တ မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ဘ ဝ ရဲ့ ပန်း ချီ ကား ချပ် ကို ခြယ် မှုန်း နေ ခြင်း ။
Sadness,ဓာတ် ပုံ အယ်လ် ဘမ် ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ရယ် မော ခြင်း နဲ့ မျက် ရည် တွေ ရဲ့ ပုံ ပြင် တွေ ကို ရက် ယှက် နေ ခြင်း ။
Sadness,လေ ထု ထဲ က စိတ် နှစ် ခွ ဖြစ် ခြင်း ၊ ပ ဋိ ပက် ခ ဖြစ် နေ တဲ့ စိတ် ခံ စား မှု တွေ နဲ့ ဆုံး ဖြတ် ချက် တွေ ရဲ့ လမ်း ဆုံ လမ်း ခွ ကြား မှာ ကျ ရောက် နေ ခြင်း ။
Joy,မ ပြည့် စုံ မှု တွေ ထဲ က အ လှ တ ရား ကို ပွေ့ ဖက် ရင်း ၊ ဘ ဝ ရဲ့ ကြို တင် ခန့် မှန်း လို့ မ ရ တဲ့ အ နု ပ ညာ ရဲ့ စပ် ဟပ် ပုံ ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ။
Joy,စိတ် ပိုင်း ဖြတ် မှု က တောက် လောင် နေ ခြင်း ၊ စိန် ခေါ် မှု တွေ ကြား ထဲ က နေ လမ်း ကြောင်း တစ် ခု ဖောက် လုပ် ခြင်း ၊ အိပ် မက် တွေ ကို လက် ဆုပ် လက် ကိုင် ပြ နိုင် တဲ့ လက် တွေ့ အ ဖြစ် သို့ ပုံ ဖော် ခြင်း ။
Joy,လ သာ ည ရဲ့ တည် ငြိမ် အေး ချမ်း မှု ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ သ ဘာ ဝ တ ရား ရဲ့ တိတ် ဆိတ် တဲ့ တီး တိုး သံ တွေ က စိတ် ဝိ ညာဉ် ကို ငြိမ်း ချမ်း မှု ယူ ဆောင် လာ တဲ့ နေ ရာ ။
Surprise,စူး စမ်း လို စိတ် က တွန်း အား ပေး ပြီး ၊ မ ရောက် ဖူး သေး တဲ့ နယ် ပယ် တွေ ထဲ သို့ စွန့် စား ဝင် ရောက် ခြင်း ၊ ကမ် ဘာ လော က ရဲ့ လျှို့ ဝှက် ဆန်း ကြယ် မှု တွေ ကို မ ကြောက် မ ရွံ့ စူး စမ်း ရှာ ဖွေ သူ တစ် ယောက် ။
Sadness,စိတ် ခံ စား မှု ထုံ ကျင် မှု ရဲ့ ဝတ် ရုံ ထဲ မှာ ပတ် ရစ် နေ ခြင်း ၊ ဘ ဝ ရဲ့ လှုပ် ရှား မှု တွေ ရဲ့ မုန် တိုင်း တွေ ကို ကာ ကွယ် ပေး တဲ့ ဒိုင်း တစ် ခု ။
Joy,ပေါ့ ပါး လွတ် လပ် တဲ့ စိတ် ဓာတ် ရဲ့ တက် ကြွ မှု နဲ့ အ တူ ဘ ဝ ကို က ခုန် ဖြတ် သန်း နေ ခြင်း ၊ အ လှည့် အ ပြောင်း တိုင်း မှာ ပျော် ရွှင် မှု နဲ့ စိတ် အား ထက် သန် မှု ကို ပွေ့ ဖက် ခြင်း ။
Joy,ကျေ နပ် မှု ရဲ့ ရွှေ ရောင် အ လင်း ထဲ မှာ နေ ပူ စာ လှုံ နေ ခြင်း ၊ နှ လုံး သား ရဲ့ ရှု ခင်း ထဲ မှာ စီး ဆင်း နေ တဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ မြစ် တစ် စင်း ။
Joy,မျှော် လင့် ချက် ရှိ တဲ့ မျက် လုံး တွေ နဲ့ မိုး ကုတ် စက် ဝိုင်း ဆီ သို့ ငေး ကြည့် ရင်း ၊ အ ကောင်း မြင် စိတ် ရဲ့ နေ ရောင် ခြည် နဲ့ လင်း ထိန် နေ တဲ့ အိပ် မက် တွေ ရဲ့ ပန်း ချီ ကား ချပ် တစ် ခု ကို ခြယ် မှုန်း နေ ခြင်း ။
Joy,ဝက် သစ် ချ ပင် လို မား မား မတ် မတ် ရပ် တည် ရင်း ၊ အောင် မြင် မှု ရဲ့ အ ကိုင်း အ ခက် တွေ က ပြီး မြောက် မှု ရဲ့ ကောင်း ကင် ဆီ သို့ လှမ်း တက် နေ ခြင်း ။
Love,ကျေး ဇူး တင် မှု တွေ နဲ့ ပြည့် လျှံ နေ တဲ့ နှ လုံး သား ၊ ကြင် နာ မှု နဲ့ ချိတ် ဆက် မှု ရဲ့ မြေ ဆီ လွှာ ထဲ မှာ တန် ဖိုး ထား လေး စား မှု ပွင့် လန်း နေ တဲ့ ဥ ယျာဉ် တစ် ခု ။
Love,လက် တစ် ဖက် ဆန့် တန်း ရင်း ၊ စာ နာ မှု ရှိ တဲ့ ချည် မျှင် တွေ က နား လည် မှု ရဲ့ ကော် ဇော တစ် ခု ကို ရက် ယှက် နေ ခြင်း ၊ အ ခြား သူ တွေ ရဲ့ ပျော် ရွှင် မှု တွေ နဲ့ ဝမ်း နည်း မှု တွေ ကို ပွေ့ ဖက် ခြင်း ။
Love,ဂ ရု စိုက် မှု တွေ နဲ့ လေး လံ နေ တဲ့ က ရု ဏာ တ ရား ရှိ တဲ့ တိမ် တိုက် တွေ ၊ လူ သား တွေ ရဲ့ ဒုက် ခ ဆင်း ရဲ မှု ရဲ့ ခြောက် သွေ့ နေ တဲ့ မြေ ပြင် ပေါ် သို့ စာ နာ မှု ကို ရွာ သွန်း ပေး ခြင်း ။
Joy,ရယ် မော ခြင်း ရဲ့ မိုး ရေ ထဲ မှာ ပျော် ရွှင် စွာ က ခုန် နေ ခြင်း ၊ ပျော် ရွှင် မှု နဲ့ ပေါ့ ပါး မှု ရဲ့ ရေ အိုင် တွေ ထဲ မှာ လှည့် ပတ် နေ တဲ့ စိတ် ကူး ယဉ် ဆန် တဲ့ စိတ် ဓာတ် ။
Joy,လွတ် လပ် တဲ့ စိတ် ဓာတ် ရဲ့ တောင် ပံ တွေ ပေါ် မှာ ပျံ သန်း နေ ခြင်း ၊ လိုက် လျော ညီ ထွေ မှု ရဲ့ သံ ကြိုး တွေ က နေ လွတ် မြောက် ပြီး ၊ ကောင်း ကင် ကို လွတ် လပ် မှု နဲ့ ခြယ် မှုန်း နေ ခြင်း ။
Joy,စိတ် ကူး စိတ် သန်း ရဲ့ အ လင်း ရောင် ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ သာ မန် အ တွေး တွေ ရဲ့ ပြာ ပုံ ထဲ က နေ ထ မြောက် လာ ပြီး နယ် ပယ် အ သစ် တွေ ကို စူး စမ်း ရှာ ဖွေ နေ တဲ့ ဖန် တီး မှု ရှိ တဲ့ ဖီး နစ် ငှက် ။
Joy,မျှော် လင့် ချက် ပင် လယ် ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ ဖြစ် နိုင် ခြေ တွေ ရဲ့ နေ ထွက် ချိန် ဆီ သို့ ရွက် လွှင့် နေ ခြင်း ၊ အ ကောင်း မြင် မျှော် လင့် ချက် သင်္ ဘော အ ပေါ် ယုံ ကြည် မှု ရှိ ခြင်း ။
Joy,ယုံ ကြည် မှု နဲ့ လှမ်း လျှောက် နေ ခြင်း ၊ မိ မိ ကိုယ် ကို ယုံ ကြည် မှု ရဲ့ ခြေ ရာ တွေ ကို အောင် နိုင် ခဲ့ တဲ့ စိန် ခေါ် မှု တွေ နဲ့ ရ ယူ ခဲ့ တဲ့ အောင် ပွဲ တွေ ရဲ့ သဲ သောင် ပြင် ပေါ် မှာ ရိုက် နှိပ် ထား ခြင်း ။
Joy,ည ရဲ့ သံ စုံ တီး ဝိုင်း ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း ၊ လေ လွင့် လို စိတ် နဲ့ လ ရောင် အောက် က အိပ် မက် တွေ ရဲ့ ပုံ ပြင် တွေ ကို တီး တိုး ပြော ပြ တဲ့ လ ရောင် အောက် က တေး သံ ။
Surprise,စူး စမ်း လို စိတ် ရဲ့ အ လွှာ တွေ ကို ဖော် ထုတ် နေ ခြင်း ၊ မ ရှာ ဖွေ တွေ့ ရှိ သေး တဲ့ ဗ ဟု သု တ ရဲ့ ရ တ နာ သိုက် တွေ ဆီ သို့ ပို့ ဆောင် တဲ့ မေး ခွန်း တွေ ရဲ့ ဝင်္ က ပါ တစ် ခု ။
Love,လမ်း ပြ ကြယ် ဖြစ် တဲ့ ကျေး ဇူး တင် မှု ၊ ဘ ဝ ရဲ့ တန် ဖိုး ရှိ တဲ့ အ ခိုက် အ တန့် တွေ ရဲ့ ကျယ် ပြန့် တဲ့ စ ကြ ဝ ဠာ ထဲ က ကောင်း ချီး မင်္ ဂ လာ တွေ ရဲ့ ကြယ် စု တန်း ကို လမ်း ညွှန် နေ ခြင်း ။
Joy,စိတ် အား ထက် သန် တဲ့ နှ လုံး သား နဲ့ အ တူ ၊ စိတ် အား ထက် သန် မှု ရဲ့ လယ် ကွင်း တွေ ထဲ မှာ ပြေး လွှား နေ ခြင်း ၊ ပျော် ရွှင် မှု ရဲ့ မြက် ခင်း ပြင် တွေ ထဲ မှာ နေ ရောင် ခြည် တွေ နဲ့ ရယ် မော ခြင်း ကို လိုက် ဖမ်း နေ ခြင်း ။
Love,က ရု ဏာ တ ရား ရှိ တဲ့ မိုး ၊ စာ နာ မှု ရဲ့ မျက် ရည် တွေ က ညင် သာ စွာ ကျ ဆင်း နေ ပြီး ၊ လူ သား ဆက် ဆံ ရေး တွေ ရဲ့ ဥ ယျာဉ် ထဲ က ကြင် နာ မှု ရဲ့ မျိုး စေ့ တွေ ကို ပြု စု ပျိုး ထောင် ပေး ခြင်း ။
Joy,အောင် မြင် မှု ရဲ့ တောင် ထိပ် တွေ ကို ဂုဏ် ယူ စွာ တက် ရောက် နေ ခြင်း ၊ စိန် ခေါ် မှု တွေ ကို အောင် နိုင် ပြီး အောင် မြင် မှု ရဲ့ အ လံ ကို စိုက် ထူ နေ တဲ့ တောင် တက် သ မား တစ် ယောက် ။
Joy,ဘ ဝ ရဲ့ ပျော် ပွဲ ရွှင် ပွဲ ထဲ က ပျော် ရွှင် စ ရာ စွန့် စား ခန်း တစ် ခု ၊ လား ရ ထား ရယ် မော သံ တွေ နဲ့ သ ကြား လုံး အိပ် မက် တွေ က ပျော် ရွှင် ဖွယ် လေ ထု ထဲ မှာ ဝေ့ ဝဲ နေ ခြင်း ။
Joy,စိတ် ကူး စိတ် သန်း ရဲ့ တိမ် တိုက် တွေ ပေါ် မှာ ပျံ ဝဲ နေ ခြင်း ၊ ကောင်း ကင် ကို ဖန် တီး မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ခြယ် မှုန်း နေ ပြီး ၊ အိပ် မက် တွေ ရဲ့ လက် ရာ မြောက် ပန်း ချီ ကား တစ် ချပ် ကို ဖန် တီး နေ တဲ့ အ နု ပ ညာ ရှင် တစ် ယောက် ။
Joy,ကျေ နပ် မှု ရဲ့ မြစ် ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ အ တွင်း စိတ် ငြိမ်း ချမ်း မှု နဲ့ လက် ခံ မှု ရဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ ရေ ပြင် ထဲ မှာ တည် ငြိမ် အေး ချမ်း တဲ့ လှေ စီး ခ ရီး စဉ် တစ် ခု ။
Love,မီး အိမ် ဖြစ် တဲ့ စာ နာ မှု နဲ့ အ တူ ၊ ဝမ်း နည်း မှု ရဲ့ မှောင် မိုက် တဲ့ လမ်း ကြား တွေ ထဲ မှာ လှည့် လည် သွား လာ နေ ခြင်း ၊ က ရု ဏာ တ ရား နဲ့ ဂ ရု စိုက် မှု တို့ နဲ့ လမ်း ကို လင်း ထိန် ပေး ခြင်း ။
Joy,အိပ် မက် တွေ ရဲ့ တောင် ပံ တွေ ပေါ် မှာ ပျံ သန်း နေ တဲ့ လွတ် လပ် တဲ့ စိတ် ဓာတ် ၊ အ ဆုံး မဲ့ ဖြစ် နိုင် ခြေ တွေ ရဲ့ ကောင်း ကင် ပြာ ထဲ မှာ လွတ် လပ် မှု ရဲ့ ခြေ ရာ တွေ ကို ချန် ထား ခဲ့ ခြင်း ။
Love,ကျေး ဇူး သိ တတ် မှု ရဲ့ ရွှေ ရောင် အ သွေး တွေ ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ တန် ဖိုး ထား လေး စား မှု ရဲ့ နေ ဝင် ချိန် က နှ လုံး သား ရဲ့ ရှု ခင်း တွေ ပေါ် သို့ နွေး ထွေး တဲ့ အ လင်း ရောင် ကို ဖြာ ကျ နေ ခြင်း ။
Joy,ဘ ဝ ရဲ့ အ က အ ခုန် ထဲ က ယုံ ကြည် မှု ရှိ တဲ့ ခြေ လှမ်း တွေ ၊ မိ မိ ကိုယ် ကို ယုံ ကြည် မှု က ဦး ဆောင် တဲ့ က ပွဲ ခန်း မ ၊ စိန် ခေါ် မှု တွေ ကြား ထဲ မှာ ကျက် သ ရေ ရှိ စွာ လှည့် ပတ် က ခုန် နေ ခြင်း ။
Joy,လေ ရဲ့ မျှော် လင့် ချက် ရှိ တဲ့ တီး တိုး သံ တွေ ၊ ပို မို တောက် ပ တဲ့ မ နက် ဖြန် ရဲ့ က တိ က ဝတ် တွေ ကို သယ် ဆောင် လာ ခြင်း ၊ ဖြစ် နိုင် ခြေ တွေ ရဲ့ လေ ထု ထဲ က အ ကောင်း မြင် စိတ် ရဲ့ သံ စုံ တီး ဝိုင်း ။
Joy,တာ ဝန် တွေ ကို ပျော် ရွှင် စွာ ဟန် ချက် ညီ အောင် လုပ် ဆောင် နေ ခြင်း ၊ အ လုပ် နဲ့ ပျော် ရွှင် မှု ရဲ့ လုပ် ဆောင် ချက် တွေ ကို ဟန် ချက် ညီ အောင် ထိန်း ညှိ နေ ပြီး ၊ ရယ် မော ခြင်း ကို လေ ထဲ သို့ ပစ် မြှောက် နေ တဲ့ ဆပ် ကပ် သ မား တစ် ယောက် ။
Joy,ကြယ် တွေ ဆီ သို့ စိတ် ကူး စိတ် သန်း ရဲ့ ပုံ ပြင် တွေ ကို တီး တိုး ပြော ပြ နေ ခြင်း ၊ စိတ် ကူး စိတ် သန်း ရဲ့ ချည် မျှင် တွေ က နေ ကြယ် စု တန်း တွေ ကို ဖန် တီး နေ တဲ့ ပုံ ပြင် ပြော သူ တစ် ယောက် ။
Joy,မျှော် လင့် ချက် ရှိ တဲ့ မျှော် လင့် ချက် ရဲ့ လှိုင်း လုံး တွေ ကြား ထဲ က နေ လမ်း ကြောင်း တစ် ခု ရေး ဆွဲ နေ ခြင်း ၊ မ စူး စမ်း ရ သေး တဲ့ အိပ် မက် တွေ ရဲ့ ကမ်း ခြေ တွေ ဆီ သို့ ဦး တည် မောင်း နှင် နေ တဲ့ သင်္ ဘော သား တစ် ယောက် ။
Love,က ရု ဏာ တ ရား ရှိ တဲ့ မိုး ၊ စာ နာ မှု ရဲ့ မျက် ရည် တွေ က ညင် သာ စွာ ကျ ဆင်း နေ ပြီး ၊ လူ သား ဆက် ဆံ ရေး တွေ ရဲ့ ဥ ယျာဉ် ထဲ က ကြင် နာ မှု ရဲ့ မျိုး စေ့ တွေ ကို ပြု စု ပျိုး ထောင် ပေး ခြင်း ။
Joy,အောင် မြင် မှု ရဲ့ တောင် ထိပ် တွေ ကို ဂုဏ် ယူ စွာ တက် ရောက် နေ ခြင်း ၊ စိန် ခေါ် မှု တွေ ကို အောင် နိုင် ပြီး အောင် မြင် မှု ရဲ့ အ လံ ကို စိုက် ထူ နေ တဲ့ တောင် တက် သ မား တစ် ယောက် ။
Joy,ဘ ဝ ရဲ့ ပျော် ပွဲ ရွှင် ပွဲ ထဲ က ပျော် ရွှင် စ ရာ စွန့် စား ခန်း တစ် ခု ၊ လား ရ ထား ရယ် မော သံ တွေ နဲ့ သ ကြား လုံး အိပ် မက် တွေ က ပျော် ရွှင် ဖွယ် လေ ထု ထဲ မှာ ဝေ့ ဝဲ နေ ခြင်း ။
Joy,စိတ် ကူး စိတ် သန်း ရဲ့ တိမ် တိုက် တွေ ပေါ် မှာ ပျံ ဝဲ နေ ခြင်း ၊ ကောင်း ကင် ကို ဖန် တီး မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ခြယ် မှုန်း နေ ပြီး ၊ အိပ် မက် တွေ ရဲ့ လက် ရာ မြောက် ပန်း ချီ ကား တစ် ချပ် ကို ဖန် တီး နေ တဲ့ အ နု ပ ညာ ရှင် တစ် ယောက် ။
Joy,ကျေ နပ် မှု ရဲ့ မြစ် ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ အ တွင်း စိတ် ငြိမ်း ချမ်း မှု နဲ့ လက် ခံ မှု ရဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ ရေ ပြင် ထဲ မှာ တည် ငြိမ် အေး ချမ်း တဲ့ လှေ စီး ခ ရီး စဉ် တစ် ခု ။
Love,မီး အိမ် ဖြစ် တဲ့ စာ နာ မှု နဲ့ အ တူ ၊ ဝမ်း နည်း မှု ရဲ့ မှောင် မိုက် တဲ့ လမ်း ကြား တွေ ထဲ မှာ လှည့် လည် သွား လာ နေ ခြင်း ၊ က ရု ဏာ တ ရား နဲ့ ဂ ရု စိုက် မှု တို့ နဲ့ လမ်း ကို လင်း ထိန် ပေး ခြင်း ။
Joy,အိပ် မက် တွေ ရဲ့ တောင် ပံ တွေ ပေါ် မှာ ပျံ သန်း နေ တဲ့ လွတ် လပ် တဲ့ စိတ် ဓာတ် ၊ အ ဆုံး မဲ့ ဖြစ် နိုင် ခြေ တွေ ရဲ့ ကောင်း ကင် ပြာ ထဲ မှာ လွတ် လပ် မှု ရဲ့ ခြေ ရာ တွေ ကို ချန် ထား ခဲ့ ခြင်း ။
Love,ကျေး ဇူး သိ တတ် မှု ရဲ့ ရွှေ ရောင် အ သွေး တွေ ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ တန် ဖိုး ထား လေး စား မှု ရဲ့ နေ ဝင် ချိန် က နှ လုံး သား ရဲ့ ရှု ခင်း တွေ ပေါ် သို့ နွေး ထွေး တဲ့ အ လင်း ရောင် ကို ဖြာ ကျ နေ ခြင်း ။
Joy,ဘ ဝ ရဲ့ အ က အ ခုန် ထဲ က ယုံ ကြည် မှု ရှိ တဲ့ ခြေ လှမ်း တွေ ၊ မိ မိ ကိုယ် ကို ယုံ ကြည် မှု က ဦး ဆောင် တဲ့ က ပွဲ ခန်း မ ၊ စိန် ခေါ် မှု တွေ ကြား ထဲ မှာ ကျက် သ ရေ ရှိ စွာ လှည့် ပတ် က ခုန် နေ ခြင်း ။
Joy,လေ ရဲ့ မျှော် လင့် ချက် ရှိ တဲ့ တီး တိုး သံ တွေ ၊ ပို မို တောက် ပ တဲ့ မ နက် ဖြန် ရဲ့ က တိ က ဝတ် တွေ ကို သယ် ဆောင် လာ ခြင်း ၊ ဖြစ် နိုင် ခြေ တွေ ရဲ့ လေ ထု ထဲ က အ ကောင်း မြင် စိတ် ရဲ့ သံ စုံ တီး ဝိုင်း ။
