text,emotion_class
ဘာကြောင့်မှန်းမသိဘဲ မျက်ရည်ကျမိတယ်,love
အိမ်မှာတင် အေးဆေးနားရတာ ကောင်းတယ်,neutral
ဘာမှလာမပြောနဲ့,anger
လုံးဝ Surprise ပါပဲ၊ တစ်သက်လုံး မမေ့နိုင်စရာပဲ,suprise
လူတွေကြားထဲ သွားရမှာကို ကြောက်နေမိတယ်,fear
နှလုံးသား ကြေကွဲခြင်း,sadness
အေးဆေး ဖြတ်သန်းမယ်,neutral
ဆုံးရှုံးရမှာကို ကြောက်တယ်,fear
ဟေး... အောင်မြင်ပြီ,joy
ကြာကြာ စောင့်ခဲ့ရတဲ့ ပါဆယ်ထုပ်လေး အိမ်ကို ရောက်လာတဲ့ အချိန်,joy
အားလုံး ပြည့်စုံ,joy
အင်္ကျီအသစ်နဲ့ ပျော်တယ်,joy
ရင်ခုန်လွန်းလို့ အသက်ရှူဖို့တောင် မေ့သွားတယ်,suprise
အရာရာကို စိတ်ကုန်နေမိတယ်,love
ရင်ထဲ နွေးထွေး,joy
မိုးအေးအေးနဲ့ ပျော်တယ်,joy
အထီးကျန်စွာနဲ့ပဲ အသားကျသွားပါတယ်,love
ခွေးဟောင်ရင် ကြောက်တတ်တယ်,fear
ဘာဖိအားမှ မရှိတဲ့ နေ့တစ်နေ့,neutral
ဇိမ်ရှိရှိ နေမယ်,neutral
မျှော်လင့်ချက် ကင်းမဲ့ခြင်း,sadness
မျက်ရည်တောင် ကျတယ်,fear
ဒီနေ့တော့ ကိုယ့်အတွက်ပဲ အချိန်ပေးမယ်,neutral
လူကို အထင်မသေးနဲ့,anger
သူ့ဒေါသတွေကို ရင်မဆိုင်ရဲဘူး,fear
တကယ့်ကို,joy
စိတ်ထဲ ရှင်းသွားတယ်,neutral
အောက်ထပ်က ထူးဆန်းတဲ့ အသံတွေ ကြားနေရတယ်,fear
အံ့ဩလွန်းလို့ ကြက်သီးတွေတောင် ထသွားတယ်,suprise
လူ့ဗာလတွေ,anger
ခန္ဓာကိုယ်ထဲက ပင်ပန်းမှုတွေ အားလုံး ပျောက်ကွယ်သွားပြီ,neutral
အပျော်ဆုံးနေ့,joy
အေးအေးဆေးဆေး ကော်ဖီသောက်မယ်,neutral
တစ်ယောက်တည်း ကျန်ခဲ့မှာကို တကယ်ကြောက်တယ်,fear
အသားတွေ ဆတ်ဆတ်တုန်လို့,fear
ကိုယ့်အလုပ်ကိုယ်လုပ်စမ်းပါ,anger
စိတ်အေးရပြီ,neutral
ဘာကိုမှ မပြင်ဆင်နိုင်တော့ဘူး,love
သူ့မျက်လုံးတွေက ကြောက်စရာကြီး,fear
အဖော်မဲ့တဲ့ လမ်းမထက်မှာ,love
အားလုံး အိုကေတယ်,neutral
အားလုံးကို မေတ္တာပွားနေမိတယ်,neutral
စိတ်ပေါ့ပါးလို့ ပျော်တယ်,joy
မုန့်စားရလို့ ပျော်တယ်,joy
ကလေးတွေတွေ့လို့ ပျော်တယ်,joy
ရင်ဘတ်ထဲက နာကျင်မှုက အမြစ်တွယ်နေပြီ,sadness
မုန်းတယ်,anger
နေရတာ ငြိမ်းချမ်းတယ်,neutral
နားပိတ်ထားလိုက်မယ်,fear
စိတ်ထဲမှာ တည်ငြိမ်အေးချမ်းလို့,neutral
မျှော်လင့်ချက်တွေ ပျက်သုဉ်းခြင်း,sadness
သူစိမ်းတွေ ဖြစ်သွားကြပြီပေါ့,love
ရုတ်တရက်ကြီးဆိုတော့ ဘာပြောရမှန်းတောင် မသိဘူး,suprise
အံ့ဩလွန်းလို့ ပါးစပ်တောင် မပိတ်နိုင်တော့ဘူး,suprise
အားလုံး အိုကေပဲ,joy
တကယ်ကြီးလားလို့... နောက်နေတာ မဟုတ်ဘူးမလား,suprise
ရင်ထဲ လန်းဆန်း,joy
စိတ်ကျေနပ်တယ်,neutral
အမလေး... အံ့ဩလို့ မဆုံးနိုင်တော့ဘူး,suprise
ဘဝမှာ ဘာကိုမှ ထပ်ပြီး မတောင်းတတော့ဘဲ အခုရှိနေတဲ့ အခြေအနေလေးအပေါ်မှာတင် အပြည့်အဝ ကျေနပ်နေတာ,joy
အရာရာတိုင်း ပျက်စီးဆုံးရှုံးသွားပြီး ဘာမှမရှိတော့တဲ့ ဘဝကို ရောက်သွားမှာကို တွေးပြီး သွေးပျက်နေမိတယ်,fear
အသုံးမကျတဲ့ကောင်,anger
စိုးရိမ်စိတ်တွေ လွင့်ပြယ်သွားပြီ,neutral
ရေချိုးလိုက်ရတာ လန်းဆန်းသွားတာပဲ,neutral
ကားမတော်တဆမှုတွေ မြင်ဖူးကတည်းက ကားလမ်းကူးရမှာကို ပုံမှန်ထက် ပိုပြီး ကြောက်လန့်နေမိတော့တယ်,fear
အားလုံး အဆင်ပြေချောမွေ့သွားမှာပါ,neutral
ဒီထက် ပိုကောင်းတဲ့နေ့ ရှိနိုင်ဦးမလားလို့ တွေးမိတယ်,joy
အောင်မြင်လို့ ပျော်တယ်,joy
ပါဆယ်ရောက်လို့ ပျော်တယ်,joy
အတိတ်ကို ပြန်ပြင်လို့ မရတော့ဘူးလေ,sadness
စကားတောင် မပီတော့ဘူး,fear
ပေါ့ပါးလန်းဆန်း,joy
တွေးမပူတော့ဘူး,neutral
ဝိုး... ဒါမျိုးကို အိပ်မက်ထဲတောင် မက်ဖူးဘူး,suprise
အမလေး... ရင်ထဲ အေးခနဲ ဖြစ်သွားတာပဲ,suprise
နောက်ကနေ တစ်ယောက်ယောက် စိုက်ကြည့်နေသလိုပဲ,fear
ဒုက္ခပေးတဲ့ကောင်,anger
အားလုံး အိုကေ,neutral
သရဲခြောက်နေသလိုပဲ,fear
စိတ်ဓာတ်တွေ အောက်ခြေအထိ ပြုတ်ကျသွားတဲ့နေ့,sadness
ကြည်နူးရလို့ ပျော်တယ်,joy
ဟယ်... အဲလိုလည်း ဖြစ်တတ်တာပဲလား,suprise
ဝုန်းဒိုင်းကျဲ ပျော်တာ,joy
ဆုံးရှုံးမှုတွေနဲ့ ပြည့်နှက်နေတဲ့ ဘဝ,sadness
ပြောရတာ အာညောင်းတယ်,anger
ညနေခင်း လမ်းလျှောက်ရတာ စိတ်ပေါ့ပါးတယ်,neutral
တစ်ကိုယ်လုံး တုန်ရီပြီး ဘာလုပ်ရမှန်း မသိတော့ဘူး,fear
လုံးဝကို အံသြမှင်သက်သွားရတယ်,suprise
အမေချက်ကျွေးတဲ့ ကိုယ့်အကြိုက်ဆုံး ဟင်းဟင်းလေးကို စားရတဲ့အချိန်,joy
အကောင်းဆုံးပဲ,joy
လာမထိနဲ့,anger
မတရားဘူး,anger
စိတ်လေရုံတင်မကဘူး အခုက ဒေါသပါထွက်လာပြီ,anger
နားမလည်တဲ့ လူတွေ,anger
တစ်ယောက်တည်း ငိုနေရတဲ့ ညတိုင်,sadness
ဘာမှ အလျင်စလိုလုပ်စရာမလိုဘဲ အေးဆေးနေရတဲ့နေ့,neutral
ဒီနေ့ ဝတ်ထားတဲ့ အင်္ကျီလေးက ကိုယ်နဲ့ အရမ်းလိုက်ဖက်နေလို့ ယုံကြည်မှုရှိတဲ့နေ့,joy
လမ်းလျှောက်ရင်း သဘာဝအလှအပတွေကို ငေးကြည့်နေမိတယ်,neutral
စိတ်ထဲ ပေါ့ပါးသွားတာပဲ,neutral
ရေနက်ကြီးကို ကြည့်ပြီး ခြေဖျားလက်ဖျားအေးလာတယ်,fear
မပြည့်စုံတဲ့ ဘဝတစ်ခုရဲ့ သောကတွေ,love
ဘဝရဲ့ အလှတရားတွေကို သတိပြုမိလာတဲ့နေ့,neutral
ဘာပြိုင်ဆိုင်မှုမှ မရှိတဲ့ နေရာလေးမှာ နေချင်တယ်,neutral
ဟားတိုက်ရယ်မော,joy
မနက်ခင်း ငှက်ကလေးတွေ အော်သံက နားထောင်လို့ကောင်းတယ်,neutral
အရိပ်တစ်ခု ဖြတ်ပြေးသွားသလိုပဲ လန့်လိုက်တာ,fear
အရာရာကို အကောင်းမြင်စိတ်နဲ့ပဲ ကြည့်တတ်လာပြီ,neutral
ငါ့ကိုနားလည်ပေးမယ့်သူ တစ်ယောက်မှမရှိဘူး,sadness
မင်းစကားတွေ နားမထောင်ချင်ဘူး,anger
မီးပိတ်ပြီး သီချင်းနားထောင်ရတာ ဇိမ်ပဲ,neutral
မြွေမြင်ရင် သေမတတ် ကြောက်တယ်,fear
သရဲကားကြည့်ရသလိုပဲ,fear
ဘာမှလာမပြောနဲ့တော့,anger
လူတွေ ငြင်းပယ်မှာကို ကြောက်တယ်,fear
အပင်လေးတွေကို ရေလောင်းရင်း စိတ်အေးချမ်းရတယ်,neutral
နေရောင်ခြည် နွေးနွေးလေးအောက်မှာ လမ်းလျှောက်ရတာ တကယ့်ကို သာယာတယ်,joy
အထီးကျန်ဖြစ်ရမှာကို ကြောက်တယ်,fear
လက်ဆောင်ရလို့ ပျော်တယ်,joy
ဝမ်းသာလွန်းလို့,joy
အသံမထွက်ရဲဘူး,fear
ငါ့ကို နားလည်ပေးမယ့်သူ ရှာမတွေ့ဘူး,love
တကယ်ကို အံ့ဩစရာကောင်းတဲ့ နေ့တစ်နေ့ပဲ,suprise
ထင်မှတ်မထားတဲ့ ပျော်ရွှင်မှုက ပိုပြီး အရသာရှိတယ်,suprise
နှုတ်ဆက်စကားတောင် မပြောဖြစ်ခဲ့ကြဘူး,sadness
ပျော်စရာကြီးပဲ,joy
စိတ်အေးရလို့ ပျော်တယ်,joy
သတိရခြင်းရဲ့ ဒဏ်ရာ,sadness
သူငယ်ချင်းနဲ့တွေ့လို့ ပျော်တယ်,joy
ကြောက်စိတ်ကြောင့် ဗိုက်ထဲကကို မကောင်းဘူး,fear
ရူးချင်တာပဲ,anger
ရင်ဘတ်ထဲက အလုံးကြီး အမြဲမူးနေသလိုပဲ,sadness
ညဉ့်နက်သံတွေက ကြောက်စရာ,fear
မထင်မှတ်ထားတဲ့ နေရာကနေ ကိုယ့်အတွက် အခွင့်အလမ်းကောင်းတွေ ပွင့်လန်းလာလို့ ဝမ်းသာပီတိဖြစ်ရတယ်,joy
ဝါး... ဒါမျိုးကျတော့လည်း လုံးဝအထာကျတာပဲ,suprise
မင်းမရှိတဲ့ ညတွေက အရမ်းရှည်လျားလွန်းတယ်,sadness
ရုတ်တရက် မီးပျက်သွားတော့ လန့်ဖျတ်သွားတာပဲ,fear
တုန်နေတာပဲ,fear
မိသားစုနဲ့ အတူတူ ထမင်းစားရတာ အရသာအရှိဆုံးပဲ,neutral
ပျော်ရွှင်မှု အစ,joy
စကားအရာမရှိဘူး,anger
ဘာပူစရာ ရှိလဲ,neutral
ငါ့ရဲ့ တန်ဖိုးက ဒီလောက်ပဲလား,sadness
သဘာဝတရားက ပေးတဲ့ အေးချမ်းမှု,neutral
စိတ်ချမ်းသာဖို့က ပထမပဲ,neutral
လာပြီး မအော်နဲ့,anger
အလုပ်ပြုတ်မှာကို တွေးပြီး စိုးရိမ်စိတ်တွေ တက်နေတာ,fear
ဘဝက ရိုးရှင်းပါတယ်,neutral
မိုးရွာသံလေး နားထောင်ရတာ စိတ်ထဲ အေးချမ်းတယ်,neutral
သည်းခံတာ အတိုင်းအထက်အလွန်ပဲ,anger
စိတ်အေးလက်အေးပဲ,joy
စိတ်အနှောင့်အယှက်ဖြစ်စရာကြီး,anger
မျက်ရည်တွေနဲ့ ရုန်းကန်ရတဲ့ နေ့ရက်များ,sadness
အလုပ်ထဲ မှားမှာကို စိုးရိမ်တယ်,fear
အားလုံးက ငါ့ကို ကျောခိုင်းသွားကြပြီ,sadness
ကိုယ်တိုင် ဖန်တီးထားတဲ့ လက်ရာလေးကို သူများတွေက အသိအမှတ်ပြု ချီးကျူးကြတဲ့အခါ တကယ် ပီတိဖြစ်ရတယ်,joy
လာမပွားနဲ့,anger
နည်းနည်းမှကို အဆင်မပြေဘူး,anger
အရာရာက ပုံမှန်အတိုင်း လည်ပတ်နေတာပဲ အေးချမ်းပါတယ်,neutral
စိတ်အပန်းပြေပြေ,neutral
မဆိုင်ရင် ဖယ်နေ,anger
စိတ်ထဲ ပေါ့ပါးသွားတယ်,joy
သစ္စာမရှိတာတွေ,anger
အမြဲတမ်း ပျော်နေမယ်,joy
လုံးဝကို စိတ်လှုပ်ရှားစရာ အခိုက်အတန့်ပဲ,suprise
ဘာမှ အတင်းအကျပ် မလုပ်ဘဲ သဘာဝအတိုင်းပဲ,neutral
သွားပြီ,fear
စိတ်ကို လျှော့ချလိုက်နိုင်ပြီ,neutral
ပျော်စရာကြီး,joy
ငါ့ကို ဘယ်သူမှ အလေးမထားဘူး,sadness
အခက်အခဲတွေ ကြုံနေရချိန်မှာ မမျှော်လင့်ဘဲ ကူညီမယ့်လက်တစ်စုံ ပေါ်လာလို့ ရင်ထဲ လှိုက်လှဲစွာ ဝမ်းသာရတယ်,joy
နောက်တစ်ခါ လာမပြောနဲ့,anger
မောလှပြီ,love
အိပ်မက် တကယ်ဖြစ်လာပြီ,joy
ဘဝမှာ မျှော်လင့်ချက်အသစ်တွေ မြင်လာရလို့ ဝမ်းသာတယ်,joy
စိတ်ကူးတွေပဲ ကျန်ခဲ့တယ်,sadness
မျက်နှာပွင့်လန်း,joy
ညဘက် လေညှင်းခံရင်း ကြယ်တွေ ကြည့်ရတာ စိတ်ကြည်နူးစရာ,joy
သောက်ကျင့် မကောင်းဘူး,anger
လန့်ပြီး ခုန်တက်မိတယ်,fear
ပူပန်မှုတွေ ဝေးပါစေတော့,neutral
အဆင်ပြေပါတယ်လို့ ပြောရတာ ပင်ပန်းလာပြီ,sadness
စိတ်ဓာတ်တွေ တက်ကြွတယ်,neutral
ဟာ... ဝမ်းသာလွန်းလို့ ငိုတောင် ငိုချင်တယ်,suprise
မျက်လုံးမှိတ်လိုက်ရင် တစ်ခုခု ပေါ်လာမလားလို့,fear
အားလုံးက ဘာဖြစ်နေကြတာလဲ,anger
ကြောက်စရာကောင်းလိုက်တာ,fear
အရာရာတိုင်းက ဘာလို့အဆင်မပြေဖြစ်နေရတာလဲ,anger
သက်တောင့်သက်သာ ရှိတယ်,neutral
ဘာကိုမှ မမျှော်လင့်တော့တာ အကောင်းဆုံးပါပဲ,love
မယုံနိုင်လောက်အောင်ကို မိုက်လွန်းတယ်,suprise
အသက်ပြင်းပြင်းရှူပြီး စိတ်ကို လျှော့ချလိုက်တယ်,neutral
ကိုယ့်ဘဝကို ကိုယ်ကျေနပ်မိတယ်,neutral
အထီးကျန်ခြင်းရဲ့ ထောင်ချောက်,sadness
အသက်ရှူရခက်လာပြီ,fear
အပြုံးတုတွေ နောက်ကွယ်က သောက,sadness
ကိုယ်စိုက်ထားတဲ့ အပင်လေးမှာ ပထမဆုံး အသီးလေး သီးလာတာကို မြင်ရတဲ့ အပျော်က တကယ်ကို ထူးခြားတယ်,joy
စိတ်ထဲမှာ ဘာအမုန်းတရားမှ မရှိဘဲ အရာရာကို မေတ္တာမျက်စိနဲ့ ကြည့်နိုင်လို့ စိတ်အေးချမ်းနေတဲ့နေ့,joy
သွားစမ်းပါ,anger
ဘာအပူအပင်မှ မရှိဘဲ စိတ်အေးချမ်းသာစွာနဲ့ သဘာဝတရားရဲ့ အလှအပကို ခံစားနေရတဲ့ မိနစ်တိုင်းက အဖိုးတန်တယ်,joy
အချိန်ဖြုန်းနေတာ,anger
ကိုယ့်ကိုယ်ကိုယ် ဂုဏ်ယူမိတဲ့ နေ့တစ်နေ့ပဲ,joy
သူငယ်ချင်းဟောင်းတွေနဲ့ စကားပြောရတာ စိတ်ပေါ့ပါးတယ်,neutral
အမြင်ကတ်ဖို့ကောင်းတယ်,anger
အပျော်တွေ ဝေဆာ,joy
ကိုယ်ချစ်ရတဲ့သူဆီကနေ ရုတ်တရက် ဖုန်းကောလ်လေး ဝင်လာတဲ့အခါ,joy
အနားမကပ်ရဲဘူး,fear
အပျော်တွေ ကူး,joy
ဟာ... ဖြစ်နိုင်လို့လား၊ တကယ်ကြီးပဲလား,suprise
သီချင်းအေးအေးလေး နားထောင်ရင်း စိတ်ကို လွှတ်ထားလိုက်တယ်,neutral
အရာရာကို အချိန်လေး ပေးလိုက်တာ,neutral
လွတ်လပ်သွားပြီ,neutral
စိတ်မရှည်တော့ဘူး,anger
နောင်ရေးအတွက် ဘာမှ သေချာရေရာတာမရှိတဲ့ အခါမျိုးမှာ စိုးရိမ်စိတ်တွေက တားမရဆီးမရ ဝင်လာတတ်စမြဲပဲ,fear
ပျော်စရာဆိုတာ ဘာလဲ မေ့နေပြီ,love
အမှားတစ်ခုခု လုပ်မိမှာကို အရမ်းစိုးရိမ်တယ်,fear
ငါ့ကိစ္စ ငါသိတယ်,anger
အရာရာကို မေ့ပစ်ချင်တယ်,sadness
တကယ့်ကို ကံကောင်းတာပဲ,joy
ရုတ်တရက်ကြီးဆိုတော့ ရင်ထဲမှာ ဒိန်းခနဲ ဖြစ်သွားတာပဲ,suprise
လမ်းလျှောက်ရလို့ ပျော်တယ်,joy
စိတ်ရွှင်လန်းနေတာ,joy
မနက်ခင်း နေရောင်ခြည်နွေးနွေးလေး အောက်မှာ သစ်ရွက်စိမ်းစိမ်းလေးတွေကို ငေးကြည့်ရင်း အသက်ရှူရတာ တကယ့်ကို လတ်ဆတ်တယ်,neutral
ညဘက် အပြင်ထွက်ရမှာ ကြောက်တယ်,fear
ဇိမ်ရှိလိုက်တာ,neutral
နှုတ်ဆက်ခြင်းမရှိဘဲ ဝေးကွာသွားခဲ့ကြတယ်,love
စိတ်အာရုံတွေ အားလုံး လန်းဆန်း တက်ကြွနေတယ်,neutral
လူကို စိတ်တိုအောင် လာမလုပ်နဲ့,anger
သစ်ပင်ရိပ်အောက်မှာ နားရတာ တကယ်အေးချမ်းတယ်,neutral
အားကိုးရာမဲ့တဲ့ ခံစားချက်,sadness
စိတ်ထဲ ပေါ့ပါးသွားတာ ခံစားရတယ်,neutral
ပေါ့ပါးချက်,joy
မှားသွားမှာကို သေလုမတတ် ကြောက်တာ,fear
ရင်ထဲ ရှင်းလင်းတယ်,neutral
အမြင့်တက်ရင် ကြောက်တယ်,fear
လျှပ်စီးလက်တာ မြင်ရင် ရင်တုန်တယ်,fear
ကိုယ့်ကိုယ်ကိုယ် ပြန်ကြည့်ဦး,anger
တော်လောက်ပြီ,anger
မီးမပိတ်ပါနဲ့,fear
ဝိုး... ဘာကြီးလဲဟ၊ မိုက်လိုက်တာ,suprise
ဘာမှ ဖြစ်မြောက်အောင် မလုပ်နိုင်ဘူး,anger
ဘယ်သူ့ကိုမှ မပြောပြချင်တဲ့ စိတ်ဒဏ်ရာ,sadness
ဘယ်လိုမှ မထင်ထားတဲ့အချိန်မှာ ဖြစ်သွားတာ,suprise
ခေါင်းနားပန်းကြီးသွားတာပဲ,fear
လုံးဝကို မလုပ်ချင်တော့ဘူး,anger
တစ်ယောက်တည်း ကြိတ်ငိုရတဲ့ အချိန်တွေ,love
စိမ်းစိုနေတဲ့ တောင်တန်းကြီးတွေကို ငေးကြည့်ရင်း လူဆိုတာ သဘာဝတရားရဲ့ အစိတ်အပိုင်းတစ်ခုပဲဆိုတာ တွေးမိပြီး စိတ်အေးရတယ်,neutral
သည်းခံနိုင်စွမ်း ကုန်ပြီ,anger
သူ့မျက်နှာကြီး ကြည့်ရတာ ကြောက်စရာကြီး,fear
အရယ်မောနိုင်ဆုံးနေ့,joy
အံ့ဩလွန်းလို့ အားလုံးကို ငေးကြည့်နေမိတယ်,suprise
လူတွေကြားထဲမှာ ပိုပြီးအထီးကျန်ဆန်လာတယ်,sadness
အလုပ်ကအပြန် ဘတ်စ်ကားပေါ်မှာ ထိုင်ခုံအလွတ်ရလို့ ကံကောင်းတဲ့နေ့,joy
စိတ်မပူနဲ့တော့,neutral
ငါ့ကို ဘယ်သူမှ ဂရုမစိုက်ကြပါဘူး,sadness
အချည်းနှီးပါပဲ,love
ဘာမှလည်း အသုံးမကျဘူး,anger
အဓိပ္ပာယ်မရှိတာကို အတင်းလုပ်နေတယ်,anger
ကြောက်စရာကြီး,fear
တံခါးသံကြီးကလည်း,fear
လေယာဉ်စီးရမှာ ကြောက်တယ်,fear
ဟယ်... တကယ်ကြီး ဖြစ်လာတာပဲလား,suprise
သာယာလိုက်တဲ့နေ့လေး,joy
ဝါး... လုံးဝကို စပယ်ရှယ်ကြီးပဲ,suprise
မုန်တိုင်းသံကြီးကြားရတာ ရင်တုန်စရာ,fear
တစ်ယောက်တည်း အပြင်ထွက်ရမှာကို မရဲဘူး,fear
ကိုယ်ကြိုက်တဲ့ ရုပ်ရှင်အသစ်လေး ထွက်လာလို့ စိတ်လှုပ်ရှားနေတာ,joy
နားမထောင်ချင်ဘူး,anger
ဘာတွေလဲဟ,anger
အေးအေးဆေးဆေး စာဖတ်နေတာ,neutral
ပါးစပ်ပိတ်ထား,anger
ရေနွေးကြမ်းလေး သောက်ရင်း စိတ်အပန်းဖြေနေတာ,neutral
စိတ်ထဲမှာ တည်ငြိမ်ပြီး အေးချမ်းနေတာ,neutral
စိတ်လက်ပေါ့ပါး,joy
မျက်ရည်တွေက အလိုလို စီးကျလာတယ်,sadness
အောက်ချေမခိုင်တော့သလိုပဲ,fear
ရွံစရာကောင်းတဲ့ သောက်ကျင့်,anger
အလုပ်ပြီးလို့ ပျော်တယ်,joy
ဖုန်းသံမြည်လာရင် တုန်လှုပ်သွားတတ်တယ်,fear
လူကို ကစားနေတာလား,anger
အေးချမ်းတဲ့ ခံစားချက်လေး,neutral
အေးဆေးတည်ငြိမ်တဲ့ စိတ်နေစိတ်ထား,neutral
ခံစားချက်တွေကို ဖျောက်ဖျက်ပစ်ချင်မိတယ်,sadness
စိတ်ပျော်စရာကောင်းတယ်,neutral
လုံးဝကို စိတ်လှုပ်ရှားစရာ ကောင်းလွန်းတဲ့ Surprise ကြီး,suprise
တိတ်ဆိတ်ခြင်းရဲ့ အော်ဟစ်သံ,sadness
လူလိမ်,anger
မိုးကြိုးပစ်သံကြောင့် လန့်အော်မိတာ,fear
ဟယ်... အံ့ဩဖို့ကောင်းလိုက်တာ,suprise
ဘာဟန်ဆောင်မှုမှ မလိုဘဲ ကိုယ့်ရဲ့ တကယ့် ပကတိအတိုင်း နေထိုင်ခွင့်ရတဲ့ ပတ်ဝန်းကျင်မှာ ရှိနေရတာ စိတ်အချရဆုံးပါပဲ,neutral
စိတ်ထဲ အေးသွားတာပဲ,neutral
ကိုယ့်အရှိန်နဲ့ကိုယ် သွားနေတာ,neutral
စိတ်ကြိုက်ပဲ,joy
ဘာဖိအားမှ မရှိဘဲ ကိုယ့်အလုပ်ကိုယ် လုပ်ရတာ ဇိမ်ပဲ,neutral
အပြောနဲ့ အလုပ် မညီတာတွေ စိတ်ကုန်တယ်,anger
မင်း ဘာတတ်နိုင်လို့လဲ,anger
မျက်လုံးကိုတောင် ပွတ်ပြီး ပြန်ကြည့်ရတယ်,suprise
နားလည်အောင် ပြောတာကို မရဘူး,anger
ပျောက်ဆုံးသွားတဲ့ ပျော်ရွှင်မှုများ,sadness
အရာရာကို ခွင့်လွှတ်လိုက်တာ စိတ်အေးတယ်,neutral
ရေချိုးပြီးခါစမှာ ရင်ထဲ လန်းဆန်းပြီး ပေါ့ပါးသွားတဲ့ ခံစားချက်,joy
စကားနာမလာနဲ့,anger
လုံးဝကို အံ့ဩမှင်သက်စရာ ကောင်းလွန်းတယ်,suprise
ကြက်သီးထသွားတယ်,fear
မထင်မှတ်ထားတဲ့ ရလဒ်ကြောင့် စိတ်လှုပ်ရှားနေရတယ်,suprise
မျှော်လင့်ချက်တွေ အကုန် တစ်စစီ ကြွေလွင့်သွားတဲ့ ည,love
ဒီအတိုင်း အရာရာကို မေ့ပစ်လိုက်ချင်တော့တယ်,love
ပေါ့ပါးသွား,joy
စင်ပေါ်တက် စကားပြောရမှာ ကြောက်တယ်,fear
စိတ်ကုန်စရာတွေချည်းပဲ,anger
ရင်ခုန်သံတွေ ဆူညံသွားရတဲ့ Surprise မျိုးပဲ,suprise
အိုကေစိုပြေ,joy
မကောင်းတဲ့ သတင်းတစ်ခုခု ကြားရတော့မလားဆိုပြီး ဖုန်းလာတိုင်း ရင်တထိတ်ထိတ်နဲ့ ကိုင်နေရတယ်,fear
အပယ်ခံရမှာကို ကြောက်တယ်,fear
တော်တော်လွန်သွားပြီ,anger
ဝမ်းမြောက်,joy
နေသာလို့ ပျော်တယ်,joy
ဘာမှ မျှော်လင့်မထားတော့လို့ ပေါ့ပါးတယ်,neutral
နားလည်ပေးမယ့်သူ တစ်ယောက်မှ မရှိတဲ့ ဘဝ,love
အားလုံးပြီးပြီ,joy
အေးအေးလူလူပဲ,neutral
စကားလာမများနဲ့,anger
စိတ်ပျက်အားငယ်ခြင်း,sadness
တစ်ယောက်တည်း မနေရဲဘူး,fear
ဝင်မပါနဲ့,anger
ညဉ့်နက်မှ တိတ်ဆိတ်တာကို သဘောကျတယ်,neutral
သစ္စာဖောက်ခံရခြင်းရဲ့ အရသာ,sadness
ခွင့်လွှတ်ပေးဖို့ တောင်းပန်ရတာလည်း အမော,love
ငါ့ရဲ့ တန်ဖိုးက ဒီလောက်ပဲလား,love
ခပ်ဝေးဝေးမှာ နေစမ်းပါ,anger
ကြောက်စိတ်တွေ ရှိနေမှာကို ကြောက်တယ်,fear
စိတ်ထဲ နေလို့ကောင်းတဲ့ နေ့တစ်နေ့,neutral
အဆင်ပြေသွားပြီ,joy
ကောင်းလိုက်တဲ့ သတင်း,joy
အရာရာ အဆင်ပြေတယ်,joy
စိတ်အဆိပ်တက်တယ်,anger
ရင်ထဲမှာ မြိုသိပ်ထားရတဲ့ မျက်ရည်တွေက ပိုပြီးပူလောင်တယ်,sadness
အမှောင်ထဲမှာ တစ်ယောက်တည်း ရှိနေတဲ့အချိန် ဘာမဟုတ်တဲ့ အသံလေး ကြားရင်တောင် သွေးပျက်မတတ် လန့်သွားတတ်တယ်,fear
အထီးကျန်ခြင်းတွေ စုပြုံနေတဲ့ အခန်းလေး,love
အရင်လို ပြန်မဖြစ်နိုင်တော့တဲ့ ဆက်ဆံရေးတစ်ခုကို ငေးကြည့်နေရတာ ရင်နာဖို့ကောင်းလိုက်တာ,sadness
နာကျင်မှုတွေက အသားကျနေပြီ,sadness
ဘာကိုမှ မပြောင်းလဲနိုင်ခဲ့ဘူး,sadness
ဒီနေ့တော့ ရှယ်ပဲ,joy
လာမဆရာလုပ်နဲ့,anger
တံခါးကို ဘယ်သူလာခေါက်မှန်းမသိတဲ့ ညဉ့်နက်သန်းခေါင်ယံအချိန်တွေက တကယ်ကို တုန်လှုပ်ခြောက်ခြားစရာပဲ,fear
စိတ်အေးရပြီ,joy
ရင်ထဲမှာ မွန်းကြပ်နေတယ်,love
မိသားစုအားလုံး စုံစုံလင်လင်နဲ့ ထမင်းဝိုင်းမှာ တပျော်တပါး စားသောက်ရတဲ့အချိန်က အကောင်းဆုံးပဲ,joy
အေးချမ်းတဲ့ ည,neutral
ရင်တလှိတ်လှိတ်နဲ့,fear
ငါက အမြဲတမ်း အပိုလူပဲ,love
ရင်ထဲ နွေးထွေးသွားတယ်,joy
အပြောပဲ ရှိတာ,anger
အနာဂတ်အတွက်လည်း အေးဆေးပဲ ရင်ဆိုင်သွားမယ်,neutral
ရိုးရိုးရှင်းရှင်းလေးပဲ,neutral
စိတ်ဆိုးနေပြီ,anger
မျက်စိထဲ ကန့်လန့်ကြီး,anger
အိပ်မက်ဆိုးတွေကနေ နိုးမလာမှာ ကြောက်တယ်,fear
ဘုရားရေ... ဒါ တကယ်ကြီး ဖြစ်ပျက်နေတာလား,suprise
စိတ်ရှုပ်စရာတွေ,anger
မျှော်လင့်ချက်မဲ့မှာကို ကြောက်တယ်,fear
အောင်ပွဲပဲဟေ့,joy
